mensaje_id|remitente|prioridad|fecha|clave_id|texto_original|texto_cifrado
501|Ana|alta|2027-06-16|K06|cuando modulo de busqueda requiere revision se registra datos con posicion|dvboep npevmp ef cvtrvfeb sfrvjfsf sfwjtjpo tf sfhjtusb ebupt dpo qptjdjpo
502|Bruno|media|2027-06-17|K07|el modulo compara ordenamiento archivo y servidor dentro de lista de remitentes|am npotmp wpnblcl pcoaxlnsaxjp lcwisqp z racqsopc oaxjcp oa msrjl oa cansjaxjar
503|Carla|baja|2027-06-18|K08|cola de prioridad genera ejemplo de mensaje para busqueda eficiente|ifbe ou gjrfjroeo puduje usucgbf ou cudkesu geje amkhmuoe uyrirudlu
504|Diego|alta|2027-06-19|K09|prueba de fecha confirma frecuencia en motor de frecuencia con tabla inversa|yadnkj mn onlqj lxworavj oanldnwlrj nw vxcxa mn oanldnwlrj lxw cjkuj rwenabj
505|Elena|media|2027-06-20|K10|bitacora cifrada analiza frecuencia con datos del remitente cuando encuentra letra|oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm ypxfql mfypmfjhx wmjhx
506|Fernando|alta|2027-06-21|S01|el palabra del indice de palabras ordena mensajes mediante sustitucion fija|%+ ]!+!@}! $%+ (=$(#% $% ]!+!@}!; [}$%=! -%=;!)%; -%$(!=:% ;<;:(:<#([= ^()!
507|Gabriela|media|2027-06-22|S02|compara patrones del matriz de equivalencias para comparar equivalencia y fecha|*:}<^,^ <^?,:;). (){ }^?,=% () )>/=!^{);*=^. <^,^ *:}<^,^, )>/=!^{);*=^ $ _)*-^
508|Hector|baja|2027-06-23|S03|analista revisa control de acceso en el turno vespertino usando lista frecuente|+?+,:$%+ #]&:$+ =/?%#/, [] +==]$/ ]? ], %^#?/ &]$!]#%:?/ ^$+?[/ ,:$%+ {#]=^]?%]
509|Isabel|alta|2027-06-24|S04|directorio secreto mantiene archivo y red listos para buscar ataque|</(>:_^(/^ )>:(>_^ $}%_/>%> }(:?/-^ ] (>< #/)_^) &}(} ;+):}( }_}*+>
510|Jorge|media|2027-06-25|S05|buscar cifrado en panel de auditoria permite medir tabla con criterio alfabetico|?}]/.[ /^#[.!+ @_ -._@( !@ .}!^{+[^. -@[)^{@ )@!^[ {.?(. /+_ /[^{@[^+ .(#.?@{^/+
511|Karla|baja|2027-06-26|K01|reporte indica que servidor principal requiere revision durante la noche|kthgkzt ofroeq jxt ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit
512|Luis|alta|2027-06-27|K02|laboratorio central usa equipo para probar cifrado y descifrado para la prueba final|gmnsomusoks bcduomg yim cpykas amom aosnmo bkxomvs w vcibkxomvs amom gm aoycnm xkdmg
513|Mariana|media|2027-06-28|K03|cuando red interna bloquea acceso se registra tabla con clave|qvpfgd kig afcikfp hndjvip pqqird ri kimarckp cphnp qdf qnpsi
514|Nicolas|baja|2027-06-29|K04|el modulo compara texto prioridad y ataque dentro de archivo historico|dk lnctkn bnlozqz sdwsn oqhnqhczc x zszptd cdmsqn cd zqbghun ghrsnqhbn
515|Olivia|alta|2027-06-30|K05|canal seguro genera ejemplo de prioridad para busqueda eficiente|xzmzo hvtfil tvmviz vqvnkol wv kirlirwzw kziz yfhjfvwz vurxrvmgv
516|Pablo|media|2027-07-01|K06|prueba de posicion confirma datos en equipo azul con prioridad media|qsvfcb ef qptjdjpo dpogjsnb ebupt fo frvjqp bavm dpo qsjpsjebe nfejb
517|Raquel|alta|2027-07-02|K07|equipo rojo compara patrones segun la clave activa despues de cifrar servidor|adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql oarbtar oa wsyclc racqsopc
518|Sergio|media|2027-07-03|K08|el busqueda del nodo norte clasifica prioridad segun fecha registrada|ub amkhmuoe oub dfof dfjlu ibekryrie gjrfjroeo kupmd yuiqe juprkljeoe
519|Teresa|baja|2027-07-04|K09|filtra resultados del puerta oeste para comparar contador y cifrado|orucaj anbducjmxb mnu ydnacj xnbcn yjaj lxvyjaja lxwcjmxa h lroajmx
520|Ulises|alta|2027-07-05|K10|analista revisa sistema de respaldo en modo silencioso usando red frecuente|xfxwudjx hmzudx dudjmax qm hmdnxwql mf alql duwmfyuldl pdxfql hmq chmypmfjm
521|Valeria|media|2027-07-06|S01|tabla de claves mantiene algoritmo y sistema listos sin repetir palabras|:!@+! $% #+!>%; -!=:(%=% !+&[}(:-[ ? ;(;:%-! +(;:[; ;(= }%]%:(} ]!+!@}!;
522|Walter|baja|2027-07-07|S02|buscar clave en registro de acceso permite medir contador para proteger la red|&/.*^, *{^!) ); ,)+=.?,: () ^**).: <),}=?) })(=, *:;?^(:, <^,^ <,:?)+), {^ ,)(
523|Ximena|alta|2027-07-08|S03|reporte indica que terminal remota bloquea acceso sin usar biblioteca externa|#]!/#%] :?[:=+ @^] %]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+
524|Yolanda|media|2027-07-09|S04|estacion de analisis usa indice para probar cifrado y descifrado antes del amanecer|>)_}:/^% <> }%}#/)/) +)} /%</:> &}(} &(^;}( :/,(}<^ ] <>):/,(}<^ }%_>) <># }$}%>:>(
525|Zaira|baja|2027-07-10|S05|cuando paquete de datos analiza frecuencia se registra frecuencia con laboratorio|/}._!+ -.=}@{@ !@ !.{+] ._.(^,. #[@/}@_/^. ]@ [@$^]{[. #[@/}@_/^. /+_ (.?+[.{+[^+
526|Adrian|alta|2027-07-11|K01|el modulo compara sistema algoritmo y letra dentro de mensaje urgente|ts dgrxsg egdhqkq lolztdq qsugkozdg n stzkq rtfzkg rt dtflqpt xkutfzt
527|Beatriz|media|2027-07-12|K02|informe final genera ejemplo de longitud para busqueda eficiente|kdxsofc xkdmg zcdcom cjcfags vc gsdzkuyv amom nyipycvm cxkbkcduc
528|Cesar|alta|2027-07-13|K03|prueba de laboratorio confirma equivalencia en base de pruebas como caso de prueba|xkvihp gi nphdkpcdkad qdfuakop ijvaspnifqap if hpri gi xkvihpr qdod qprd gi xkvihp
529|Daniela|media|2027-07-14|K04|repositorio local filtra resultados con prioridad baja para revisar patron|qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz ozqz qduhrzq ozsqnm
530|Emilio|baja|2027-07-15|K05|el resultado del consola de monitoreo separa palabras para el analista|vo ivhfogzwl wvo xlmhloz wv nlmrglivl hvkziz kzozyizh kziz vo zmzorhgz
531|Fabiola|alta|2027-07-16|K06|requiere revision del modulo de busqueda para comparar datos y posicion|sfrvjfsf sfwjtjpo efm npevmp ef cvtrvfeb qbsb dpnqbsbs ebupt z qptjdjpo
532|Gustavo|media|2027-07-17|K07|analista revisa lista de remitentes con memoria controlada usando ordenamiento frecuente|lxlmsrjl caqsrl msrjl oa cansjaxjar wpx nanpcsl wpxjcpmlol trlxop pcoaxlnsaxjp ycawtaxja
533|Helena|baja|2027-07-18|K08|cola de prioridad mantiene mensaje y ordenamiento listos con prioridad alta|ifbe ou gjrfjroeo cedlrudu cudkesu z fjoudecrudlf brklfk ifd gjrfjroeo eble
534|Ivan|alta|2027-07-19|K09|buscar fecha en motor de frecuencia permite medir frecuencia con tabla inversa|kdblja onlqj nw vxcxa mn oanldnwlrj ynavrcn vnmra oanldnwlrj lxw cjkuj rwenabj
535|Julieta|media|2027-07-20|K10|reporte indica que bitacora cifrada analiza frecuencia con datos del remitente|hmnlhjm ufquyx tpm oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm
536|Kevin|baja|2027-07-21|S01|indice de palabras usa palabra para probar cifrado y descifrado mediante sustitucion fija|(=$(#% $% ]!+!@}!; <;! ]!+!@}! ]!}! ]}[@!} #(^}!$[ ? $%;#(^}!$[ -%$(!=:% ;<;:(:<#([= ^()!
537|Laura|alta|2027-07-22|S02|cuando matriz de equivalencias compara patrones se registra equivalencia con fecha|*/^;(: }^?,=% () )>/=!^{);*=^. *:}<^,^ <^?,:;). .) ,)+=.?,^ )>/=!^{);*=^ *:; _)*-^
538|Mateo|media|2027-07-23|S03|el modulo compara lista longitud y patron dentro de control de acceso|], ./[^,/ =/.!+#+ ,:$%+ ,/?}:%^[ ) !+%#/? []?%#/ [] =/?%#/, [] +==]$/
539|Natalia|alta|2027-07-24|S04|directorio secreto genera ejemplo de archivo para busqueda eficiente|</(>:_^(/^ )>:(>_^ .>%>(} >!>$&#^ <> }(:?/-^ &}(} ;+)*+><} >,/:/>%_>
540|Oscar|media|2027-07-25|S05|prueba de cifrado confirma tabla en panel de auditoria con criterio alfabetico|-[}@?. !@ /^#[.!+ /+_#^[). {.?(. @_ -._@( !@ .}!^{+[^. /+_ /[^{@[^+ .(#.?@{^/+
541|Patricia|baja|2027-07-26|K01|servidor principal requiere revision durante la noche y conserva ataque|ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit n egfltkcq qzqjxt
542|Rafael|alta|2027-07-27|K02|el equipo del laboratorio central registra cambio para la prueba final|cg cpykas vcg gmnsomusoks bcduomg oczkiuom bmfnks amom gm aoycnm xkdmg
543|Silvia|media|2027-07-28|K03|bloquea acceso del red interna para comparar tabla y clave|hndjvip pqqird gin kig afcikfp xpkp qdoxpkpk cphnp w qnpsi
544|Tomas|baja|2027-07-29|K04|analista revisa archivo historico por longitud del texto usando texto frecuente|zmzkhrsz qduhrz zqbghun ghrsnqhbn onq knmfhstc cdk sdwsn trzmcn sdwsn eqdbtdmsd
545|Uriel|alta|2027-07-30|K05|canal seguro mantiene prioridad y lista listos para reporte de clase|xzmzo hvtfil nzmgrvmv kirlirwzw b orhgz orhglh kziz ivkligv wv xozhv
546|Veronica|media|2027-07-31|K06|buscar posicion en equipo azul permite medir datos con prioridad media|cvtdbs qptjdjpo fo frvjqp bavm qfsnjuf nfejs ebupt dpo qsjpsjebe nfejb
547|Wendy|baja|2027-08-01|K07|reporte indica que equipo rojo compara patrones segun la clave activa|cabpcja sxoswl dta adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql
548|Xavier|alta|2027-08-02|K08|nodo norte usa busqueda para probar cifrado y descifrado segun fecha registrada|dfof dfjlu mke amkhmuoe geje gjfaej iryjeof z oukiryjeof kupmd yuiqe juprkljeoe
549|Yadira|media|2027-08-03|K09|cuando puerta oeste filtra resultados se registra contador con cifrado|ldjwmx ydnacj xnbcn orucaj anbducjmxb bn anprbcaj lxwcjmxa lxw lroajmx
550|Zoila|alta|2027-08-04|K10|el modulo compara red mensaje y remitente dentro de sistema de respaldo|mw alqpwl ylanxhx hmq amfdxkm e hmaujmfjm qmfjhl qm dudjmax qm hmdnxwql
551|Ana|media|2027-08-05|S01|tabla de claves genera ejemplo de algoritmo para busqueda eficiente|:!@+! $% #+!>%; &%=%}! %)%-]+[ $% !+&[}(:-[ ]!}! @<;{<%$! %^(#(%=:%
552|Bruno|baja|2027-08-06|S02|prueba de clave confirma contador en registro de acceso para proteger la red|<,/)&^ () *{^!) *:;_=,}^ *:;?^(:, ); ,)+=.?,: () ^**).: <^,^ <,:?)+), {^ ,)(
553|Carla|alta|2027-08-07|S03|terminal remota bloquea acceso sin usar biblioteca externa porque contiene remitente|%]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+ !/#@^] =/?%:]?] #].:%]?%]
554|Diego|media|2027-08-08|S04|el indice del estacion de analisis sincroniza datos antes del amanecer|># /%</:> <># >)_}:/^% <> }%}#/)/) )/%:(^%/{} <}_^) }%_>) <># }$}%>:>(
555|Elena|baja|2027-08-09|S05|analiza frecuencia del paquete de datos para comparar frecuencia y laboratorio|._.(^,. #[@/}@_/^. !@( -.=}@{@ !@ !.{+] -.[. /+)-.[.[ #[@/}@_/^. > (.?+[.{+[^+
556|Fernando|alta|2027-08-10|K01|analista revisa mensaje urgente en mensajes distintos usando sistema frecuente|qfqsolzq ktcolq dtflqpt xkutfzt tf dtflqptl rolzofzgl xlqfrg lolztdq yktextfzt
557|Gabriela|media|2027-08-11|K02|informe final mantiene longitud y texto listos para comparar frecuencias|kdxsofc xkdmg fmdukcdc gsdzkuyv w uceus gkiusi amom bsfamomo xocbycdbkmi
558|Hector|baja|2027-08-12|K03|buscar laboratorio en base de pruebas permite medir equivalencia como caso de prueba|hvrqpk nphdkpcdkad if hpri gi xkvihpr xikoaci oigak ijvaspnifqap qdod qprd gi xkvihp
559|Isabel|alta|2027-08-13|K04|reporte indica que repositorio local filtra resultados con prioridad baja|qdonqsd hmchbz ptd qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz
560|Jorge|media|2027-08-14|K05|consola de monitoreo usa resultado para probar cifrado y descifrado para el analista|xlmhloz wv nlmrglivl fhz ivhfogzwl kziz kilyzi xruizwl b wvhxruizwl kziz vo zmzorhgz
561|Karla|alta|2027-08-15|K06|cuando modulo de busqueda requiere revision se registra datos con posicion|dvboep npevmp ef cvtrvfeb sfrvjfsf sfwjtjpo tf sfhjtusb ebupt dpo qptjdjpo
562|Luis|media|2027-08-16|K07|el modulo compara ordenamiento archivo y servidor dentro de lista de remitentes|am npotmp wpnblcl pcoaxlnsaxjp lcwisqp z racqsopc oaxjcp oa msrjl oa cansjaxjar
563|Mariana|baja|2027-08-17|K08|cola de prioridad genera ejemplo de mensaje para busqueda eficiente|ifbe ou gjrfjroeo puduje usucgbf ou cudkesu geje amkhmuoe uyrirudlu
564|Nicolas|alta|2027-08-18|K09|prueba de fecha confirma frecuencia en motor de frecuencia con tabla inversa|yadnkj mn onlqj lxworavj oanldnwlrj nw vxcxa mn oanldnwlrj lxw cjkuj rwenabj
565|Olivia|media|2027-08-19|K10|bitacora cifrada analiza frecuencia con datos del remitente cuando encuentra letra|oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm ypxfql mfypmfjhx wmjhx
566|Pablo|baja|2027-08-20|S01|el palabra del indice de palabras ordena mensajes mediante sustitucion fija|%+ ]!+!@}! $%+ (=$(#% $% ]!+!@}!; [}$%=! -%=;!)%; -%$(!=:% ;<;:(:<#([= ^()!
567|Raquel|alta|2027-08-21|S02|compara patrones del matriz de equivalencias para comparar equivalencia y fecha|*:}<^,^ <^?,:;). (){ }^?,=% () )>/=!^{);*=^. <^,^ *:}<^,^, )>/=!^{);*=^ $ _)*-^
568|Sergio|media|2027-08-22|S03|analista revisa control de acceso en el turno vespertino usando lista frecuente|+?+,:$%+ #]&:$+ =/?%#/, [] +==]$/ ]? ], %^#?/ &]$!]#%:?/ ^$+?[/ ,:$%+ {#]=^]?%]
569|Teresa|baja|2027-08-23|S04|directorio secreto mantiene archivo y red listos para buscar ataque|</(>:_^(/^ )>:(>_^ $}%_/>%> }(:?/-^ ] (>< #/)_^) &}(} ;+):}( }_}*+>
570|Ulises|alta|2027-08-24|S05|buscar cifrado en panel de auditoria permite medir tabla con criterio alfabetico|?}]/.[ /^#[.!+ @_ -._@( !@ .}!^{+[^. -@[)^{@ )@!^[ {.?(. /+_ /[^{@[^+ .(#.?@{^/+
571|Valeria|media|2027-08-25|K01|reporte indica que servidor principal requiere revision durante la noche|kthgkzt ofroeq jxt ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit
572|Walter|alta|2027-08-26|K02|laboratorio central usa equipo para probar cifrado y descifrado para la prueba final|gmnsomusoks bcduomg yim cpykas amom aosnmo bkxomvs w vcibkxomvs amom gm aoycnm xkdmg
573|Ximena|media|2027-08-27|K03|cuando red interna bloquea acceso se registra tabla con clave|qvpfgd kig afcikfp hndjvip pqqird ri kimarckp cphnp qdf qnpsi
574|Yolanda|baja|2027-08-28|K04|el modulo compara texto prioridad y ataque dentro de archivo historico|dk lnctkn bnlozqz sdwsn oqhnqhczc x zszptd cdmsqn cd zqbghun ghrsnqhbn
575|Zaira|alta|2027-08-29|K05|canal seguro genera ejemplo de prioridad para busqueda eficiente|xzmzo hvtfil tvmviz vqvnkol wv kirlirwzw kziz yfhjfvwz vurxrvmgv
576|Adrian|media|2027-08-30|K06|prueba de posicion confirma datos en equipo azul con prioridad media|qsvfcb ef qptjdjpo dpogjsnb ebupt fo frvjqp bavm dpo qsjpsjebe nfejb
577|Beatriz|baja|2027-08-31|K07|equipo rojo compara patrones segun la clave activa despues de cifrar servidor|adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql oarbtar oa wsyclc racqsopc
578|Cesar|alta|2027-09-01|K08|el busqueda del nodo norte clasifica prioridad segun fecha registrada|ub amkhmuoe oub dfof dfjlu ibekryrie gjrfjroeo kupmd yuiqe juprkljeoe
579|Daniela|media|2027-09-02|K09|filtra resultados del puerta oeste para comparar contador y cifrado|orucaj anbducjmxb mnu ydnacj xnbcn yjaj lxvyjaja lxwcjmxa h lroajmx
580|Emilio|baja|2027-09-03|K10|analista revisa sistema de respaldo en modo silencioso usando red frecuente|xfxwudjx hmzudx dudjmax qm hmdnxwql mf alql duwmfyuldl pdxfql hmq chmypmfjm
581|Fabiola|alta|2027-09-04|S01|tabla de claves mantiene algoritmo y sistema listos sin repetir palabras|:!@+! $% #+!>%; -!=:(%=% !+&[}(:-[ ? ;(;:%-! +(;:[; ;(= }%]%:(} ]!+!@}!;
582|Gustavo|media|2027-09-05|S02|buscar clave en registro de acceso permite medir contador para proteger la red|&/.*^, *{^!) ); ,)+=.?,: () ^**).: <),}=?) })(=, *:;?^(:, <^,^ <,:?)+), {^ ,)(
583|Helena|alta|2027-09-06|S03|reporte indica que terminal remota bloquea acceso sin usar biblioteca externa|#]!/#%] :?[:=+ @^] %]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+
584|Ivan|media|2027-09-07|S04|estacion de analisis usa indice para probar cifrado y descifrado antes del amanecer|>)_}:/^% <> }%}#/)/) +)} /%</:> &}(} &(^;}( :/,(}<^ ] <>):/,(}<^ }%_>) <># }$}%>:>(
585|Julieta|baja|2027-09-08|S05|cuando paquete de datos analiza frecuencia se registra frecuencia con laboratorio|/}._!+ -.=}@{@ !@ !.{+] ._.(^,. #[@/}@_/^. ]@ [@$^]{[. #[@/}@_/^. /+_ (.?+[.{+[^+
586|Kevin|alta|2027-09-09|K01|el modulo compara sistema algoritmo y letra dentro de mensaje urgente|ts dgrxsg egdhqkq lolztdq qsugkozdg n stzkq rtfzkg rt dtflqpt xkutfzt
587|Laura|media|2027-09-10|K02|informe final genera ejemplo de longitud para busqueda eficiente|kdxsofc xkdmg zcdcom cjcfags vc gsdzkuyv amom nyipycvm cxkbkcduc
588|Mateo|baja|2027-09-11|K03|prueba de laboratorio confirma equivalencia en base de pruebas como caso de prueba|xkvihp gi nphdkpcdkad qdfuakop ijvaspnifqap if hpri gi xkvihpr qdod qprd gi xkvihp
589|Natalia|alta|2027-09-12|K04|repositorio local filtra resultados con prioridad baja para revisar patron|qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz ozqz qduhrzq ozsqnm
590|Oscar|media|2027-09-13|K05|el resultado del consola de monitoreo separa palabras para el analista|vo ivhfogzwl wvo xlmhloz wv nlmrglivl hvkziz kzozyizh kziz vo zmzorhgz
591|Patricia|baja|2027-09-14|K06|requiere revision del modulo de busqueda para comparar datos y posicion|sfrvjfsf sfwjtjpo efm npevmp ef cvtrvfeb qbsb dpnqbsbs ebupt z qptjdjpo
592|Rafael|alta|2027-09-15|K07|analista revisa lista de remitentes con memoria controlada usando ordenamiento frecuente|lxlmsrjl caqsrl msrjl oa cansjaxjar wpx nanpcsl wpxjcpmlol trlxop pcoaxlnsaxjp ycawtaxja
593|Silvia|media|2027-09-16|K08|cola de prioridad mantiene mensaje y ordenamiento listos con prioridad alta|ifbe ou gjrfjroeo cedlrudu cudkesu z fjoudecrudlf brklfk ifd gjrfjroeo eble
594|Tomas|alta|2027-09-17|K09|buscar fecha en motor de frecuencia permite medir frecuencia con tabla inversa|kdblja onlqj nw vxcxa mn oanldnwlrj ynavrcn vnmra oanldnwlrj lxw cjkuj rwenabj
595|Uriel|media|2027-09-18|K10|reporte indica que bitacora cifrada analiza frecuencia con datos del remitente|hmnlhjm ufquyx tpm oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm
596|Veronica|baja|2027-09-19|S01|indice de palabras usa palabra para probar cifrado y descifrado mediante sustitucion fija|(=$(#% $% ]!+!@}!; <;! ]!+!@}! ]!}! ]}[@!} #(^}!$[ ? $%;#(^}!$[ -%$(!=:% ;<;:(:<#([= ^()!
597|Wendy|alta|2027-09-20|S02|cuando matriz de equivalencias compara patrones se registra equivalencia con fecha|*/^;(: }^?,=% () )>/=!^{);*=^. *:}<^,^ <^?,:;). .) ,)+=.?,^ )>/=!^{);*=^ *:; _)*-^
598|Xavier|media|2027-09-21|S03|el modulo compara lista longitud y patron dentro de control de acceso|], ./[^,/ =/.!+#+ ,:$%+ ,/?}:%^[ ) !+%#/? []?%#/ [] =/?%#/, [] +==]$/
599|Yadira|baja|2027-09-22|S04|directorio secreto genera ejemplo de archivo para busqueda eficiente|</(>:_^(/^ )>:(>_^ .>%>(} >!>$&#^ <> }(:?/-^ &}(} ;+)*+><} >,/:/>%_>
600|Zoila|alta|2027-09-23|S05|prueba de cifrado confirma tabla en panel de auditoria con criterio alfabetico|-[}@?. !@ /^#[.!+ /+_#^[). {.?(. @_ -._@( !@ .}!^{+[^. /+_ /[^{@[^+ .(#.?@{^/+
601|Ana|media|2027-09-24|K01|servidor principal requiere revision durante la noche y conserva ataque|ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit n egfltkcq qzqjxt
602|Bruno|baja|2027-09-25|K02|el equipo del laboratorio central registra cambio para la prueba final|cg cpykas vcg gmnsomusoks bcduomg oczkiuom bmfnks amom gm aoycnm xkdmg
603|Carla|alta|2027-09-26|K03|bloquea acceso del red interna para comparar tabla y clave|hndjvip pqqird gin kig afcikfp xpkp qdoxpkpk cphnp w qnpsi
604|Diego|media|2027-09-27|K04|analista revisa archivo historico por longitud del texto usando texto frecuente|zmzkhrsz qduhrz zqbghun ghrsnqhbn onq knmfhstc cdk sdwsn trzmcn sdwsn eqdbtdmsd
605|Elena|alta|2027-09-28|K05|canal seguro mantiene prioridad y lista listos para reporte de clase|xzmzo hvtfil nzmgrvmv kirlirwzw b orhgz orhglh kziz ivkligv wv xozhv
606|Fernando|media|2027-09-29|K06|buscar posicion en equipo azul permite medir datos con prioridad media|cvtdbs qptjdjpo fo frvjqp bavm qfsnjuf nfejs ebupt dpo qsjpsjebe nfejb
607|Gabriela|baja|2027-09-30|K07|reporte indica que equipo rojo compara patrones segun la clave activa|cabpcja sxoswl dta adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql
608|Hector|alta|2027-10-01|K08|nodo norte usa busqueda para probar cifrado y descifrado segun fecha registrada|dfof dfjlu mke amkhmuoe geje gjfaej iryjeof z oukiryjeof kupmd yuiqe juprkljeoe
609|Isabel|media|2027-10-02|K09|cuando puerta oeste filtra resultados se registra contador con cifrado|ldjwmx ydnacj xnbcn orucaj anbducjmxb bn anprbcaj lxwcjmxa lxw lroajmx
610|Jorge|baja|2027-10-03|K10|el modulo compara red mensaje y remitente dentro de sistema de respaldo|mw alqpwl ylanxhx hmq amfdxkm e hmaujmfjm qmfjhl qm dudjmax qm hmdnxwql
611|Karla|alta|2027-10-04|S01|tabla de claves genera ejemplo de algoritmo para busqueda eficiente|:!@+! $% #+!>%; &%=%}! %)%-]+[ $% !+&[}(:-[ ]!}! @<;{<%$! %^(#(%=:%
612|Luis|media|2027-10-05|S02|prueba de clave confirma contador en registro de acceso para proteger la red|<,/)&^ () *{^!) *:;_=,}^ *:;?^(:, ); ,)+=.?,: () ^**).: <^,^ <,:?)+), {^ ,)(
613|Mariana|baja|2027-10-06|S03|terminal remota bloquea acceso sin usar biblioteca externa porque contiene remitente|%]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+ !/#@^] =/?%:]?] #].:%]?%]
614|Nicolas|alta|2027-10-07|S04|el indice del estacion de analisis sincroniza datos antes del amanecer|># /%</:> <># >)_}:/^% <> }%}#/)/) )/%:(^%/{} <}_^) }%_>) <># }$}%>:>(
615|Olivia|media|2027-10-08|S05|analiza frecuencia del paquete de datos para comparar frecuencia y laboratorio|._.(^,. #[@/}@_/^. !@( -.=}@{@ !@ !.{+] -.[. /+)-.[.[ #[@/}@_/^. > (.?+[.{+[^+
616|Pablo|alta|2027-10-09|K01|analista revisa mensaje urgente en mensajes distintos usando sistema frecuente|qfqsolzq ktcolq dtflqpt xkutfzt tf dtflqptl rolzofzgl xlqfrg lolztdq yktextfzt
617|Raquel|media|2027-10-10|K02|informe final mantiene longitud y texto listos para comparar frecuencias|kdxsofc xkdmg fmdukcdc gsdzkuyv w uceus gkiusi amom bsfamomo xocbycdbkmi
618|Sergio|baja|2027-10-11|K03|buscar laboratorio en base de pruebas permite medir equivalencia como caso de prueba|hvrqpk nphdkpcdkad if hpri gi xkvihpr xikoaci oigak ijvaspnifqap qdod qprd gi xkvihp
619|Teresa|alta|2027-10-12|K04|reporte indica que repositorio local filtra resultados con prioridad baja|qdonqsd hmchbz ptd qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz
620|Ulises|media|2027-10-13|K05|consola de monitoreo usa resultado para probar cifrado y descifrado para el analista|xlmhloz wv nlmrglivl fhz ivhfogzwl kziz kilyzi xruizwl b wvhxruizwl kziz vo zmzorhgz
621|Valeria|baja|2027-10-14|K06|cuando modulo de busqueda requiere revision se registra datos con posicion|dvboep npevmp ef cvtrvfeb sfrvjfsf sfwjtjpo tf sfhjtusb ebupt dpo qptjdjpo
622|Walter|alta|2027-10-15|K07|el modulo compara ordenamiento archivo y servidor dentro de lista de remitentes|am npotmp wpnblcl pcoaxlnsaxjp lcwisqp z racqsopc oaxjcp oa msrjl oa cansjaxjar
623|Ximena|media|2027-10-16|K08|cola de prioridad genera ejemplo de mensaje para busqueda eficiente|ifbe ou gjrfjroeo puduje usucgbf ou cudkesu geje amkhmuoe uyrirudlu
624|Yolanda|baja|2027-10-17|K09|prueba de fecha confirma frecuencia en motor de frecuencia con tabla inversa|yadnkj mn onlqj lxworavj oanldnwlrj nw vxcxa mn oanldnwlrj lxw cjkuj rwenabj
625|Zaira|alta|2027-10-18|K10|bitacora cifrada analiza frecuencia con datos del remitente cuando encuentra letra|oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm ypxfql mfypmfjhx wmjhx
626|Adrian|media|2027-10-19|S01|el palabra del indice de palabras ordena mensajes mediante sustitucion fija|%+ ]!+!@}! $%+ (=$(#% $% ]!+!@}!; [}$%=! -%=;!)%; -%$(!=:% ;<;:(:<#([= ^()!
627|Beatriz|alta|2027-10-20|S02|compara patrones del matriz de equivalencias para comparar equivalencia y fecha|*:}<^,^ <^?,:;). (){ }^?,=% () )>/=!^{);*=^. <^,^ *:}<^,^, )>/=!^{);*=^ $ _)*-^
628|Cesar|media|2027-10-21|S03|analista revisa control de acceso en el turno vespertino usando lista frecuente|+?+,:$%+ #]&:$+ =/?%#/, [] +==]$/ ]? ], %^#?/ &]$!]#%:?/ ^$+?[/ ,:$%+ {#]=^]?%]
629|Daniela|baja|2027-10-22|S04|directorio secreto mantiene archivo y red listos para buscar ataque|</(>:_^(/^ )>:(>_^ $}%_/>%> }(:?/-^ ] (>< #/)_^) &}(} ;+):}( }_}*+>
630|Emilio|alta|2027-10-23|S05|buscar cifrado en panel de auditoria permite medir tabla con criterio alfabetico|?}]/.[ /^#[.!+ @_ -._@( !@ .}!^{+[^. -@[)^{@ )@!^[ {.?(. /+_ /[^{@[^+ .(#.?@{^/+
